,company.type,company.value,owner.type,owner.value,acquiredate.datatype,acquiredate.type,acquiredate.value
0,uri,http://www.wikidata.org/entity/Q30056820,uri,http://www.wikidata.org/entity/Q60053872,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z
1,uri,http://www.wikidata.org/entity/Q111919103,uri,http://www.wikidata.org/entity/Q107400727,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-01-01T00:00:00Z
2,uri,http://www.wikidata.org/entity/Q18688791,uri,http://www.wikidata.org/entity/Q107400727,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-07-01T00:00:00Z
3,uri,http://www.wikidata.org/entity/Q19839259,uri,http://www.wikidata.org/entity/Q1439075,,,
4,uri,http://www.wikidata.org/entity/Q3351781,uri,http://www.wikidata.org/entity/Q54718,,,
5,uri,http://www.wikidata.org/entity/Q114904552,uri,http://www.wikidata.org/entity/Q1376788,,,
6,uri,http://www.wikidata.org/entity/Q10714920,uri,http://www.wikidata.org/entity/Q1481634,,,
7,uri,http://www.wikidata.org/entity/Q11853537,uri,http://www.wikidata.org/entity/Q201821,,,
8,uri,http://www.wikidata.org/entity/Q16944386,uri,http://www.wikidata.org/entity/Q1123823,,,
9,uri,http://www.wikidata.org/entity/Q87741521,uri,http://www.wikidata.org/entity/Q54718,,,
10,uri,http://www.wikidata.org/entity/Q28721029,uri,http://www.wikidata.org/entity/Q1053610,,,
11,uri,http://www.wikidata.org/entity/Q217365,uri,http://www.wikidata.org/entity/Q1418,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z
12,uri,http://www.wikidata.org/entity/Q217365,uri,http://www.wikidata.org/entity/Q1418,,,
13,uri,http://www.wikidata.org/entity/Q97197228,uri,http://www.wikidata.org/entity/Q4986006,,,
14,uri,http://www.wikidata.org/entity/Q1510319,uri,http://www.wikidata.org/entity/Q1241369,,,
15,uri,http://www.wikidata.org/entity/Q1658018,uri,http://www.wikidata.org/entity/Q1241369,,,
16,uri,http://www.wikidata.org/entity/Q1967957,uri,http://www.wikidata.org/entity/Q1439075,,,
17,uri,http://www.wikidata.org/entity/Q3919214,uri,http://www.wikidata.org/entity/Q4045735,,,
18,uri,http://www.wikidata.org/entity/Q4047151,uri,http://www.wikidata.org/entity/Q1890664,,,
19,uri,http://www.wikidata.org/entity/Q4036833,uri,http://www.wikidata.org/entity/Q4045735,,,
20,uri,http://www.wikidata.org/entity/Q5408668,uri,http://www.wikidata.org/entity/Q1739782,,,
21,uri,http://www.wikidata.org/entity/Q11868562,uri,http://www.wikidata.org/entity/Q1739782,,,
22,uri,http://www.wikidata.org/entity/Q11868561,uri,http://www.wikidata.org/entity/Q1739782,,,
23,uri,http://www.wikidata.org/entity/Q11976293,uri,http://www.wikidata.org/entity/Q977120,,,
